hobo_id	tstamp	value
10234636	2019-12-16 16:00:00	9.411
10234636	2019-12-16 17:00:00	7.279
10234636	2019-12-16 18:00:00	6.064
10234636	2019-12-16 19:00:00	5.569
10234636	2019-12-16 20:00:00	5.809
10234636	2019-12-16 21:00:00	5.757
10234636	2019-12-16 22:00:00	5.585
10234636	2019-12-16 23:00:00	4.623
10234636	2019-12-17 00:00:00	4.015
10234636	2019-12-17 01:00:00	3.7
10234636	2019-12-17 02:00:00	3.49
10234636	2019-12-17 03:00:00	3.525
10234636	2019-12-17 04:00:00	3.49
10234636	2019-12-17 05:00:00	3.437
10234636	2019-12-17 06:00:00	3.683
10234636	2019-12-17 07:00:00	3.7
10234636	2019-12-17 08:00:00	3.19
10234636	2019-12-17 09:00:00	3.84
10234636	2019-12-17 10:00:00	6.55
10234636	2019-12-17 11:00:00	9.89
10234636	2019-12-17 12:00:00	12.899
10234636	2019-12-17 13:00:00	11.78
